0.006364,0.006527
0.005742,0.005864
0.005553,0.005794
0.004079,0.004111
0.004694,0.004732
0.005367,0.005542
0.005000,0.005050
0.004444,0.004618
0.004684,0.004729
0.004715,0.004768
0.004119,0.004157
0.004099,0.004169
0.004872,0.004910
0.004721,0.004770
0.004786,0.004821
0.004210,0.004249
0.004252,0.004307
0.003726,0.003782
0.004421,0.004678
0.004268,0.004515
0.003559,0.003608
0.004309,0.004345
0.003600,0.003635
0.004499,0.004596
0.004316,0.004495
0.004692,0.004838
0.003862,0.003900
0.003984,0.004026
0.004549,0.004836
0.005100,0.005262
0.004727,0.004940
0.003962,0.004053
0.003863,0.003950
0.003485,0.003506
0.004256,0.004394
0.003791,0.003861
0.003920,0.003983
0.011576,0.011717
0.003461,0.003494
0.004390,0.004566
0.003788,0.003831
0.003748,0.003897
0.003594,0.003732
0.004043,0.004108
0.003650,0.003705
0.004332,0.004417
0.003823,0.003849
0.004878,0.005463
0.003069,0.003110
0.003505,0.003639
0.648287,0.648430
0.003589,0.003631
0.003333,0.003396
0.003471,0.003590
0.003492,0.003516
0.003179,0.003233
0.003505,0.003639
0.003533,0.003576
0.003286,0.003331
0.003224,0.003253
0.003187,0.003252
0.003334,0.003361
0.003025,0.003060
0.003775,0.003877
0.003465,0.003487
0.003721,0.003809
0.003622,0.003660
0.003397,0.003419
0.003718,0.003759
0.004395,0.004446
0.004235,0.004407
0.003625,0.003659
0.003485,0.003526
0.004121,0.004159
0.003962,0.004015
0.003297,0.003328
0.004299,0.004393
0.006722,0.006942
0.004571,0.004622
0.004879,0.004910
0.003108,0.003151
0.003889,0.003923
0.003467,0.003488
0.003245,0.003325
0.003668,0.003743
0.003275,0.003297
0.003467,0.003502
0.003714,0.003772
0.003933,0.003959
0.003414,0.003450
0.003504,0.003540
0.003516,0.003544
0.003314,0.003348
0.003513,0.003542
0.003142,0.003179
0.003479,0.003726
0.003509,0.003614
0.003849,0.004044
0.003614,0.003651
0.003606,0.003640
0.003505,0.003607
0.002968,0.003011
0.003318,0.003495
0.003678,0.003733
0.003244,0.003267
0.003425,0.003467
0.003788,0.003854
0.003064,0.003086
0.003258,0.003462
0.003168,0.003187
0.003412,0.003449
0.004136,0.004225
0.004447,0.004635
0.003706,0.003835
0.002773,0.002797
0.003273,0.003312
0.002950,0.003038
0.002934,0.002953
0.003041,0.003072
0.004328,0.004494
0.005515,0.006133
0.003827,0.004023
0.003745,0.003872
0.003805,0.003986
0.003714,0.003737
0.003462,0.003670
0.003426,0.003462
0.003095,0.003117
0.003188,0.003225
0.003650,0.003765
0.003088,0.003112
0.003034,0.003242
0.003400,0.003463
0.003182,0.003202
0.003402,0.003442
0.003470,0.003575
0.002895,0.002920
0.003146,0.003178
0.003419,0.003518
0.003489,0.003614
0.003319,0.003339
0.003628,0.003669
0.003531,0.003566
0.003834,0.003870
0.003965,0.004050
0.003193,0.003214
0.002774,0.002810
0.003619,0.003741
0.003292,0.003468
0.003440,0.003475
0.003763,0.003884
0.003226,0.003260
0.003001,0.003035
0.003259,0.003296
0.003338,0.003450
0.003407,0.003441
0.003298,0.003436
0.003292,0.003336
0.003448,0.003482
0.003203,0.003236
0.003182,0.003316
0.003826,0.003860
0.003331,0.003365
0.003321,0.003371
0.003474,0.003510
0.003605,0.003638
0.003172,0.003203
0.003194,0.003225
0.002950,0.002984
0.003553,0.003677
0.003051,0.003071
0.002821,0.002862
0.003329,0.003466
0.003468,0.003487
0.003285,0.003318
0.003328,0.003378
0.014284,0.014324
0.003692,0.003839
0.004073,0.004140
0.003827,0.003959
0.003072,0.003095
0.003213,0.003249
0.003138,0.003175
0.003200,0.003224
0.003108,0.003141
0.003460,0.003544
0.003233,0.003270
0.003063,0.003102
0.004326,0.004465
0.003232,0.003406
0.002955,0.002989
0.003543,0.003579
0.002906,0.002928
0.003125,0.003173
0.003757,0.003833
0.003398,0.003424
0.003242,0.003473
0.003662,0.003730
0.003270,0.003295
0.003205,0.003242
0.003597,0.003639
0.003240,0.003274
0.003420,0.003452
0.003024,0.003047
0.003104,0.003129
0.004402,0.004556
0.005415,0.005824
0.003704,0.003819
0.002954,0.002980
0.003178,0.003215
0.003721,0.003925
0.004081,0.004218
0.003729,0.003907
0.003821,0.004094
0.003405,0.003439
0.003127,0.003146
0.003011,0.003046
0.003226,0.003407
0.003224,0.003410
0.003184,0.003365
0.003458,0.003651
0.002965,0.002986
0.002900,0.002940
0.003872,0.003971
0.003085,0.003116
0.003034,0.003075
0.003430,0.003561
0.003526,0.003685
0.003390,0.003460
0.002877,0.002919
0.002817,0.002851
0.003121,0.003205
0.002606,0.002633
0.002740,0.002773
0.003212,0.003300
0.002714,0.002749
0.002581,0.002614
0.002957,0.003119
0.002852,0.002882
0.002912,0.002930
0.002928,0.002966
0.003150,0.003291
0.002863,0.002883
0.003298,0.003329
0.003626,0.003656
0.003255,0.003287
0.003404,0.003538
0.003120,0.003182
